id,source,referenceId,counterparty,amount,currency,date,description,type,category
B4-INV-137,INVOICE,"SET4-PAY-2026-0828-3","Orbital Ltd",46012.00,INR,2026-09-07,"INV-B4-137 Project Payment",CREDIT,"Project Payment"
B4-INV-138,INVOICE,"SET4-PAY-2026-0828-4","HorizonNet",50717.50,INR,2026-09-10,"INV-B4-138 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-139,INVOICE,"SET4-PAY-2026-0828-5","Nexus Corp",55423.00,INR,2026-09-13,"INV-B4-139 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-140,INVOICE,"SET4-PAY-2026-0828-1","Vertex Labs",56520.00,INR,2026-09-13,"INV-B4-140 Services",CREDIT,"Services"
B4-INV-141,INVOICE,"SET4-PAY-2026-0829-2","Vanguard Data",61225.50,INR,2026-09-19,"INV-B4-141 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-142,INVOICE,"SET4-PAY-2026-0829-3","Summit Edge",65931.00,INR,2026-09-22,"INV-B4-142 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-143,INVOICE,"SET4-PAY-2026-0829-4","Titan Logistics",70636.50,INR,2026-09-25,"INV-B4-143 Consulting",CREDIT,"Consulting"
B4-INV-144,INVOICE,"SET4-PAY-2026-0829-5","Solstice Networks",75342.00,INR,2026-09-01,"INV-B4-144 License Revenue",DEBIT,"License Revenue"
B4-INV-145,INVOICE,"SET4-PAY-2026-0829-1","CyberCore Security",80047.50,INR,2026-09-04,"INV-B4-145 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-146,INVOICE,"SET4-PAY-2026-0830-2","SkyBridge Co",84753.00,INR,2026-09-07,"INV-B4-146 Support Fees",CREDIT,"Support Fees"
B4-INV-147,INVOICE,"SET4-PAY-2026-0830-3","Orbital Ltd",85850.00,INR,2026-09-10,"INV-B4-147 Project Payment",CREDIT,"Project Payment"
B4-INV-148,INVOICE,"SET4-PAY-2026-0830-4","HorizonNet",90555.50,INR,2026-09-13,"INV-B4-148 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-149,INVOICE,"SET4-PAY-2026-0830-5","Nexus Corp",95261.00,INR,2026-09-16,"INV-B4-149 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-150,INVOICE,"SET4-PAY-2026-0830-1","Vertex Labs",99966.50,INR,2026-09-19,"INV-B4-150 Services",CREDIT,"Services"
B4-INV-151,INVOICE,"SET4-PAY-2026-0831-2","Vanguard Data",104672.00,INR,2026-09-22,"INV-B4-151 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-152,INVOICE,"SET4-PAY-2026-0831-3","Summit Edge",109377.50,INR,2026-09-25,"INV-B4-152 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-153,INVOICE,"SET4-PAY-2026-0831-4","Titan Logistics",114083.00,INR,2026-09-01,"INV-B4-153 Consulting",CREDIT,"Consulting"
B4-INV-154,INVOICE,"SET4-PAY-2026-0831-5","Solstice Networks",129001.60,INR,2026-09-04,"INV-B4-154 amended GST amount",CREDIT,"License Revenue"
B4-INV-155,INVOICE,"SET4-PAY-2026-0831-1","CyberCore Security",119885.50,INR,2026-09-07,"INV-B4-155 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-156,INVOICE,"SET4-PAY-2026-0832-2","SkyBridge Co",124591.00,INR,2026-09-10,"INV-B4-156 Support Fees",CREDIT,"Support Fees"
B4-INV-157,INVOICE,"SET4-PAY-2026-0832-3","Orbital Ltd",129296.50,INR,2026-09-13,"INV-B4-157 Project Payment",CREDIT,"Project Payment"
B4-INV-158,INVOICE,"SET4-PAY-2026-0832-4","HorizonNet",134002.00,INR,2026-09-16,"INV-B4-158 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-159,INVOICE,"SET4-PAY-2026-0832-5","Nexus Corp",138707.50,INR,2026-09-19,"INV-B4-159 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-160,INVOICE,"SET4-PAY-2026-0832-1","Vertex Labs",143413.00,INR,2026-10-15,"INV-B4-160 future dated invoice",CREDIT,"Services"
B4-INV-161,INVOICE,"SET4-PAY-2026-0833-2","Vanguard Data",144510.00,INR,2026-09-25,"INV-B4-161 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-162,INVOICE,"SET4-PAY-2026-0833-3","Summit Edge",149215.50,EUR,2026-09-01,"INV-B4-162 foreign bill (EUR)",DEBIT,"SaaS Revenue"
B4-INV-163,INVOICE,"SET4-PAY-2026-0833-4","Titan Logistics",153921.00,INR,2026-09-04,"INV-B4-163 Consulting",CREDIT,"Consulting"
B4-INV-164,INVOICE,"SET4-PAY-2026-0833-5","Solstice Networks",158626.50,INR,2026-09-07,"INV-B4-164 License Revenue",CREDIT,"License Revenue"
B4-INV-165,INVOICE,"","CyberCore Security",163332.00,INR,2026-09-10,"INV-B4-165 missing GST/Tax reference",CREDIT,"Enterprise Contract"
